Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
89,Alex Caruso,SG,29,CHI,63,49,28.1,3.5,7.6,.464,1.8,4.6,.394,1.7,3.0,.575,.585,1.1,1.5,.761,0.9,2.9,3.8,3.2,1.6,1.0,1.3,2.6,10.0
90,Colin Castleton,C,23,LAL,7,0,5.1,1.0,1.4,.700,0.0,0.0,,1.0,1.4,.700,.700,0.6,0.6,1.000,0.6,0.7,1.3,0.4,0.0,0.0,0.1,1.0,2.6
91,Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Julian Champagnie,SF,22,SAS,64,49,17.8,1.9,4.8,.390,1.3,3.5,.360,0.6,1.3,.465,.519,0.9,1.1,.812,0.5,2.0,2.5,1.2,0.6,0.5,0.7,1.0,5.9
93,Justin Champagnie,SF,22,WAS,10,1,15.1,2.0,5.0,.400,1.0,3.2,.313,1.0,1.8,.556,.500,1.0,1.2,.833,1.1,1.8,2.9,1.2,0.6,0.6,0.9,1.2,6.0
94,Max Christie,SG,20,LAL,58,7,15.5,1.6,3.8,.432,0.7,1.9,.367,0.9,1.9,.495,.523,0.6,0.8,.773,0.2,2.1,2.3,0.9,0.3,0.3,0.6,1.0,4.6
95,Sidy Cissoko,SF,19,SAS,6,0,5.3,0.2,1.0,.167,0.0,0.7,.000,0.2,0.3,.500,.167,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.5,0.0,0.2,0.3,1.0
96,Jordan Clarkson,SG,31,UTA,55,19,30.6,6.1,14.8,.413,1.7,5.6,.294,4.5,9.2,.485,.469,3.2,3.7,.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1
97,Nic Claxton,C,24,BRK,62,62,29.7,5.2,8.3,.632,0.0,0.1,.200,5.2,8.2,.636,.633,1.6,2.7,.589,2.7,7.1,9.8,2.0,0.6,2.0,1.2,2.5,12.1
98,Noah Clowney,PF,19,BRK,13,0,9.5,1.2,2.4,.516,0.2,0.9,.250,1.0,1.5,.684,.565,0.5,0.6,.750,0.6,1.4,2.0,0.7,0.2,0.2,0.5,0.5,3.2
99,Amir Coffey,SF,26,LAC,59,11,19.6,2.2,4.4,.502,0.9,2.2,.405,1.3,2.2,.602,.604,0.8,0.9,.889,0.4,1.6,1.9,1.1,0.5,0.2,0.5,1.4,6.1
100,John Collins,PF,26,UTA,66,64,28.0,5.8,10.9,.529,1.2,3.4,.359,4.6,7.6,.605,.584,2.0,2.6,.780,2.3,6.1,8.5,1.2,0.6,0.9,1.4,2.8,14.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Zach Collins,C,26,SAS,59,27,22.7,4.3,8.9,.483,0.8,2.7,.310,3.5,6.3,.557,.529,1.7,2.4,.741,1.7,3.6,5.3,2.8,0.5,0.7,2.0,3.1,11.2
102,Mike Conley,PG,36,MIN,66,66,29.0,3.7,8.3,.448,2.2,5.2,.427,1.5,3.1,.483,.582,1.3,1.5,.897,0.5,2.4,2.9,6.0,1.1,0.2,1.2,1.7,11.0
103,Pat Connaughton,SF,31,MIL,66,2,21.7,2.0,4.4,.457,1.1,3.0,.370,0.9,1.4,.648,.584,0.5,0.7,.756,0.6,2.5,3.2,2.0,0.5,0.2,0.6,1.2,5.7
104,Bilal Coulibaly,SF,19,WAS,63,15,27.2,3.0,6.9,.435,1.0,2.9,.346,2.0,3.9,.502,.509,1.5,2.1,.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4
105,Ricky Council IV,SG,22,PHI,25,0,9.0,1.8,3.8,.479,0.3,1.0,.308,1.5,2.8,.543,.521,2.0,2.6,.742,0.5,1.1,1.6,0.4,0.1,0.0,0.2,0.5,6.0
106,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
106,Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
106,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
107,Torrey Craig,SF,33,CHI,43,13,20.7,2.2,5.1,.427,1.2,3.2,.384,1.0,1.9,.500,.548,0.5,0.7,.742,1.4,2.8,4.3,1.2,0.6,0.4,0.6,2.2,6.1
108,Jae Crowder,PF,33,MIL,41,23,23.7,2.4,5.4,.450,1.2,3.3,.370,1.2,2.1,.576,.564,0.4,0.6,.692,0.5,2.8,3.3,1.4,0.9,0.2,0.4,1.7,6.5
109,Jalen Crutcher,PG,24,NOP,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Cade Cunningham,PG,22,DET,59,59,33.5,8.3,18.5,.447,1.9,5.4,.349,6.4,13.1,.488,.498,3.7,4.3,.866,0.5,3.8,4.3,7.6,0.9,0.4,3.5,2.5,22.1
111,Seth Curry,SG,33,TOT,44,4,14.0,1.8,4.6,.392,0.9,2.5,.352,1.0,2.2,.438,.485,0.6,0.7,.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1
111,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3
111,Seth Curry,SG,33,CHO,8,1,19.9,3.3,7.4,.441,1.1,3.5,.321,2.1,3.9,.548,.517,1.4,1.5,.917,0.4,1.6,2.0,1.8,0.6,0.4,0.6,0.9,9.0
112,Stephen Curry,PG,35,GSW,65,65,32.7,8.8,19.6,.449,4.8,12.0,.403,4.0,7.6,.521,.572,4.2,4.6,.923,0.6,3.9,4.4,4.9,0.7,0.3,2.8,1.6,26.7
113,Dyson Daniels,PG,20,NOP,52,15,21.9,2.2,4.9,.438,0.6,2.1,.291,1.5,2.8,.548,.500,0.6,1.0,.640,1.0,2.7,3.7,2.6,1.4,0.4,1.0,1.6,5.5
114,Anthony Davis,C,30,LAL,68,68,35.9,9.4,17.1,.553,0.4,1.3,.289,9.1,15.8,.575,.564,5.4,6.7,.815,3.1,9.5,12.6,3.6,1.2,2.4,2.0,2.4,24.7
115,Johnny Davis,SG,21,WAS,41,2,11.0,1.1,3.0,.360,0.2,0.8,.258,0.9,2.3,.394,.392,0.2,0.4,.600,0.4,1.0,1.4,0.5,0.3,0.2,0.2,0.9,2.6
116,JD Davison,SG,21,BOS,6,0,1.8,0.3,0.5,.667,0.3,0.5,.667,0.0,0.0,,1.000,0.3,0.3,1.000,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.2,1.3
117,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5
118,DeMar DeRozan,SF,34,CHI,70,70,37.6,7.9,16.6,.474,0.9,2.8,.332,6.9,13.8,.503,.502,6.6,7.6,.860,0.6,3.7,4.3,5.3,1.1,0.6,1.5,2.1,23.3
119,Moussa Diabaté,C,22,LAC,11,0,5.8,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.8,1.3,.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6
120,Mamadi Diakite,PF,27,TOT,4,0,4.8,1.0,1.5,.667,0.0,0.3,.000,1.0,1.3,.800,.667,1.0,1.5,.667,0.3,0.5,0.8,0.5,0.0,0.3,0.3,0.3,3.0
120,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0
120,Mamadi Diakite,PF,27,NYK,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0
122,Gradey Dick,SG,20,TOR,51,10,19.5,2.7,6.5,.416,1.3,3.7,.356,1.4,2.8,.493,.517,0.6,0.7,.892,0.5,1.6,2.1,1.3,0.5,0.0,0.8,1.5,7.4
123,Ousmane Dieng,PF,20,OKC,31,0,11.0,1.4,3.4,.413,0.6,2.2,.299,0.7,1.2,.622,.510,0.5,0.5,.875,0.3,1.3,1.6,1.1,0.2,0.1,0.5,0.6,3.9
124,Spencer Dinwiddie,PG,30,TOT,66,51,29.2,3.5,9.0,.389,1.6,5.0,.326,1.8,3.9,.469,.481,2.3,2.8,.793,0.4,2.3,2.7,5.2,0.7,0.3,1.2,1.8,10.9
124,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6
124,Spencer Dinwiddie,PG,30,LAL,18,3,25.1,1.9,5.1,.380,1.1,2.9,.358,0.9,2.2,.410,.484,1.3,1.6,.857,0.1,1.1,1.2,2.9,0.4,0.4,0.9,1.9,6.3
125,Donte DiVincenzo,SG,27,NYK,70,52,27.4,5.3,12.0,.442,3.3,8.4,.400,1.9,3.6,.538,.581,1.0,1.3,.734,0.8,2.7,3.5,2.6,1.3,0.4,1.4,2.1,14.9
126,Luka Dončić,PG,24,DAL,63,63,37.4,11.5,23.7,.487,3.9,10.3,.374,7.7,13.3,.575,.569,7.0,8.9,.787,0.8,8.2,9.1,9.8,1.5,0.5,4.0,2.1,33.9
127,Luguentz Dort,SF,24,OKC,69,69,28.4,3.6,8.2,.442,2.0,4.9,.402,1.6,3.2,.504,.564,1.5,1.8,.843,1.0,2.7,3.7,1.4,0.9,0.6,0.9,3.0,10.7
128,Ayo Dosunmu,SG,24,CHI,70,31,28.6,4.6,9.3,.494,1.5,3.9,.399,3.0,5.4,.562,.577,1.1,1.3,.806,0.7,2.1,2.8,3.1,0.9,0.5,1.3,2.1,11.8
129,Jeff Dowtin,PG,26,PHI,6,0,13.5,1.8,3.2,.579,1.2,2.3,.500,0.7,0.8,.800,.763,0.3,0.3,1.000,0.2,1.5,1.7,2.7,0.7,0.2,0.5,0.0,5.2
130,Henri Drell,SF,23,CHI,1,0,3.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
131,Andre Drummond,C,30,CHI,72,10,17.0,3.3,6.1,.550,0.0,0.0,.000,3.3,6.0,.554,.550,1.6,2.7,.585,3.3,5.4,8.8,0.5,0.9,0.6,1.0,1.7,8.3
132,Chris Duarte,SF,26,SAC,52,11,13.1,1.5,3.8,.393,0.8,2.3,.356,0.7,1.5,.449,.500,0.5,0.6,.788,0.5,1.5,1.9,0.8,0.5,0.1,0.4,1.4,4.3
133,Kris Dunn,PG,29,UTA,62,32,18.6,2.2,4.7,.471,0.6,1.7,.385,1.5,3.0,.519,.540,0.3,0.4,.680,0.7,2.0,2.8,3.9,1.0,0.4,1.2,2.0,5.3
134,Kevin Durant,PF,35,PHO,65,65,37.2,10.1,19.1,.528,2.2,5.3,.418,7.9,13.9,.570,.586,5.1,6.0,.854,0.5,6.1,6.7,5.3,0.9,1.3,3.3,1.8,27.6
135,Jalen Duren,C,20,DET,54,53,29.7,5.8,9.3,.625,0.0,0.1,.000,5.8,9.2,.629,.625,2.2,2.9,.776,3.3,8.6,11.9,2.5,0.5,0.8,2.1,3.3,13.8
136,Tari Eason,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8
137,Anthony Edwards,SG,22,MIN,68,67,35.3,9.3,20.1,.465,2.5,6.7,.374,6.8,13.3,.510,.527,5.3,6.4,.831,0.6,4.9,5.5,5.2,1.3,0.6,3.1,1.8,26.4
138,Kessler Edwards,SF,23,SAC,46,0,4.9,0.6,1.5,.397,0.3,0.9,.341,0.3,0.6,.481,.500,0.1,0.1,.667,0.2,0.6,0.8,0.2,0.2,0.1,0.1,0.4,1.6
139,Keon Ellis,SG,24,SAC,47,11,15.1,1.6,3.3,.465,1.0,2.4,.391,0.6,0.9,.667,.608,0.3,0.5,.636,0.4,1.3,1.7,1.4,0.8,0.5,0.5,1.7,4.4
140,Joel Embiid,C,29,PHI,34,34,34.0,11.8,22.2,.533,1.2,3.3,.366,10.6,18.9,.562,.560,10.5,11.9,.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Drew Eubanks,C,26,PHO,66,4,15.7,2.2,3.5,.623,0.0,0.0,1.000,2.1,3.4,.618,.629,1.0,1.3,.767,1.4,2.9,4.3,0.9,0.4,0.8,0.9,1.5,5.3
142,Tosan Evbuomwan,SF,22,TOT,12,3,17.8,1.9,4.2,.460,0.7,1.8,.364,1.3,2.3,.536,.540,0.8,1.2,.643,1.0,2.3,3.3,0.7,0.2,0.2,0.5,1.4,5.3
142,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5
142,Tosan Evbuomwan,SF,22,DET,8,3,17.5,2.4,4.4,.543,0.8,1.8,.429,1.6,2.6,.619,.629,1.1,1.8,.643,0.5,2.6,3.1,0.3,0.3,0.1,0.6,1.5,6.6
143,Dante Exum,PG,28,DAL,46,15,19.2,3.1,5.6,.549,0.9,1.8,.506,2.1,3.7,.570,.632,1.1,1.4,.766,0.4,2.1,2.5,2.8,0.5,0.1,0.9,1.5,8.1
144,Bruno Fernando,C,25,ATL,34,1,13.4,2.2,3.8,.585,0.0,0.1,.000,2.2,3.7,.603,.585,1.1,1.7,.655,1.4,2.8,4.2,0.8,0.6,0.6,0.9,1.9,5.6
145,Dorian Finney-Smith,PF,30,BRK,62,50,28.4,3.2,7.6,.422,1.8,5.1,.357,1.4,2.6,.550,.540,0.5,0.6,.750,1.7,3.0,4.7,1.6,0.8,0.6,0.8,2.3,8.7
146,Adam Flagler,SG,24,OKC,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,Malachi Flynn,PG,25,TOT,59,0,11.6,1.5,3.8,.401,0.7,2.1,.341,0.8,1.7,.475,.496,0.6,0.8,.761,0.3,1.3,1.6,1.7,0.5,0.1,0.8,0.9,4.4
147,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,.409,0.9,2.6,.350,0.9,1.8,.491,.511,0.5,0.7,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1
147,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,.391,0.3,0.9,.308,0.4,0.7,.500,.478,0.6,0.8,.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2
147,Malachi Flynn,PG,25,DET,14,0,10.8,1.9,4.8,.388,0.8,2.4,.333,1.1,2.4,.441,.470,0.6,0.9,.692,0.4,1.1,1.5,1.4,0.6,0.1,0.6,0.6,5.1
148,Simone Fontecchio,SF,28,TOT,66,43,24.9,3.8,8.3,.460,2.0,5.1,.401,1.8,3.2,.551,.582,0.8,1.0,.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5
148,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,.450,1.8,4.7,.391,1.4,2.5,.560,.577,0.6,0.8,.800,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9
148,Simone Fontecchio,SF,28,DET,16,9,30.3,5.7,11.9,.479,2.7,6.3,.426,3.0,5.6,.539,.592,1.4,1.6,.846,0.8,3.6,4.4,1.8,0.9,0.3,1.1,1.8,15.4
149,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0
150,Trent Forrest,SG,25,ATL,33,0,10.9,0.8,2.3,.368,0.1,0.3,.222,0.8,2.0,.388,.382,0.3,0.4,.786,0.3,1.0,1.3,2.4,0.3,0.1,0.5,0.8,2.1
151,Evan Fournier,SG,31,TOT,23,0,17.1,2.4,6.8,.353,1.1,4.2,.271,1.3,2.6,.483,.436,1.0,1.2,.889,0.2,1.7,1.9,1.6,1.0,0.1,0.7,1.6,7.0
151,Evan Fournier,SG,31,NYK,3,0,13.0,1.3,6.7,.200,0.7,5.0,.133,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0
151,Evan Fournier,SG,31,DET,20,0,17.8,2.6,6.8,.375,1.2,4.1,.296,1.4,2.8,.491,.463,1.1,1.3,.880,0.2,1.8,2.0,1.7,0.9,0.2,0.8,1.7,7.4
152,De'Aaron Fox,PG,26,SAC,64,64,35.6,9.7,20.8,.466,2.8,7.6,.363,6.9,13.2,.525,.532,4.3,6.0,.730,1.0,3.5,4.5,5.6,2.0,0.4,2.7,2.6,26.5
153,Javon Freeman-Liberty,PG,24,TOR,12,2,14.7,1.8,4.3,.412,0.2,1.4,.118,1.6,2.8,.559,.431,1.3,1.4,.882,0.4,1.9,2.3,1.4,0.3,0.2,0.7,1.1,4.9
154,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
155,Markelle Fultz,PG,25,ORL,33,15,21.5,3.5,7.5,.472,0.0,0.3,.091,3.5,7.2,.489,.474,0.5,0.8,.630,1.3,2.0,3.3,3.0,1.0,0.3,1.2,1.5,7.6
156,Andrew Funk,SG,24,CHI,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Wenyen Gabriel,PF,26,MEM,5,0,16.2,1.6,4.4,.364,0.2,1.2,.167,1.4,3.2,.438,.386,0.0,1.0,.000,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4
158,Daniel Gafford,C-PF,25,TOT,65,57,24.8,4.7,6.6,.716,0.0,0.0,,4.7,6.6,.716,.716,1.8,2.6,.699,2.8,5.0,7.8,1.5,0.9,2.0,1.0,3.1,11.2
158,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,.690,0.0,0.0,,4.5,6.5,.690,.690,1.9,2.6,.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9
158,Daniel Gafford,PF,25,DAL,20,12,20.9,5.1,6.6,.773,0.0,0.0,,5.1,6.6,.773,.773,1.6,2.4,.681,2.6,4.9,7.5,1.5,0.8,1.8,0.9,2.9,11.8
159,Danilo Gallinari,PF-SF,35,TOT,45,0,13.2,1.8,4.0,.439,0.6,2.0,.322,1.1,2.0,.556,.519,1.7,2.0,.856,0.4,1.8,2.2,1.2,0.3,0.1,0.4,1.0,5.9
159,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0
159,Danilo Gallinari,SF,35,DET,6,0,15.0,2.0,3.7,.545,1.2,2.0,.583,0.8,1.7,.500,.705,3.5,4.0,.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7
159,Danilo Gallinari,SF,35,MIL,13,0,9.0,0.8,2.1,.370,0.2,1.1,.143,0.6,1.0,.615,.407,0.7,0.8,.900,0.3,0.5,0.8,0.7,0.3,0.1,0.4,0.8,2.4
160,Darius Garland,PG,24,CLE,48,48,33.2,6.7,14.8,.451,2.3,6.3,.368,4.4,8.5,.512,.529,2.8,3.3,.836,0.5,2.0,2.6,6.3,1.2,0.1,3.1,1.8,18.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Usman Garuba,PF,21,GSW,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0
162,Luka Garza,C,25,MIN,18,0,5.3,1.3,3.1,.436,0.5,1.6,.321,0.8,1.5,.556,.518,0.7,1.0,.722,0.7,0.6,1.3,0.2,0.1,0.1,0.3,1.0,3.9
163,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Keyonte George,PG,20,UTA,65,34,26.4,4.2,10.6,.393,1.9,5.7,.339,2.2,4.9,.456,.484,2.5,3.0,.840,0.2,2.7,2.9,4.5,0.5,0.1,2.3,1.2,12.8
165,Paul George,PF,33,LAC,65,65,34.1,8.0,16.9,.471,3.3,8.2,.406,4.6,8.7,.533,.569,3.3,3.7,.896,0.5,4.7,5.2,3.6,1.6,0.5,2.0,2.8,22.5
166,Taj Gibson,PF,38,TOT,17,1,10.4,0.5,1.5,.320,0.1,0.5,.125,0.4,1.0,.412,.340,0.1,0.1,1.000,0.6,1.2,1.8,0.5,0.2,0.4,0.3,1.7,1.1
166,Taj Gibson,PF,38,NYK,16,1,10.3,0.4,1.4,.304,0.0,0.4,.000,0.4,1.1,.412,.304,0.1,0.1,1.000,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0
166,Taj Gibson,PF,38,DET,1,0,11.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0
167,Josh Giddey,SG,21,OKC,70,70,24.7,4.8,10.3,.466,1.1,3.1,.346,3.7,7.2,.518,.518,1.1,1.3,.831,1.4,4.8,6.2,4.5,0.6,0.5,2.0,1.3,11.8
168,Harry Giles,C,25,TOT,21,0,4.4,1.1,2.2,.489,0.1,0.6,.250,1.0,1.7,.571,.521,0.3,0.6,.538,0.6,0.8,1.3,0.3,0.0,0.1,0.3,0.7,2.7
168,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
168,Harry Giles,C,25,LAL,5,0,2.4,0.2,0.6,.333,0.0,0.2,.000,0.2,0.4,.500,.333,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4
169,Shai Gilgeous-Alexander,PG,25,OKC,70,70,34.4,10.8,20.0,.540,1.3,3.5,.367,9.5,16.5,.577,.573,7.5,8.7,.871,0.9,4.7,5.6,6.3,2.1,0.9,2.2,2.5,30.4
170,Anthony Gill,PF,31,WAS,41,0,6.2,0.9,2.0,.475,0.1,0.5,.273,0.8,1.4,.552,.513,0.5,0.6,.808,0.5,0.8,1.4,0.5,0.2,0.2,0.5,0.5,2.5
171,Collin Gillespie,PG,24,DEN,21,0,9.6,1.4,2.9,.483,0.6,1.5,.419,0.8,1.4,.552,.592,0.3,0.5,.600,0.0,0.9,0.9,1.1,0.5,0.0,0.7,1.0,3.7
172,Jacob Gilyard,PG,25,TOT,38,14,17.5,1.6,3.8,.411,1.3,3.2,.418,0.2,0.6,.375,.586,0.1,0.1,1.000,0.2,0.9,1.1,3.5,0.7,0.1,0.8,1.0,4.6
172,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7
172,Jacob Gilyard,PG,25,BRK,1,0,11.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
173,Rudy Gobert,C,31,MIN,65,65,34.0,5.2,8.1,.646,0.0,0.0,.000,5.2,8.0,.650,.646,3.2,4.9,.647,3.7,9.2,12.9,1.2,0.6,2.1,1.6,3.1,13.6
174,Jordan Goodwin,PG,25,TOT,49,7,16.4,2.1,5.6,.370,0.6,2.3,.279,1.4,3.4,.430,.426,0.6,0.8,.732,1.1,2.2,3.3,2.4,0.8,0.4,0.9,1.2,5.4
174,Jordan Goodwin,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0
174,Jordan Goodwin,PG,25,MEM,9,7,27.6,3.0,9.2,.325,0.9,3.4,.258,2.1,5.8,.365,.373,0.6,1.3,.417,1.4,3.7,5.1,4.6,1.6,1.0,1.9,1.7,7.4
175,Aaron Gordon,PF,28,DEN,65,65,31.5,5.5,9.9,.553,0.5,1.8,.280,5.0,8.1,.615,.579,2.3,3.6,.652,2.4,4.1,6.5,3.4,0.8,0.6,1.4,1.9,13.8
176,Eric Gordon,SG,35,PHO,59,24,28.8,4.3,9.4,.456,2.4,6.0,.394,1.9,3.5,.564,.581,0.8,1.0,.797,0.3,1.7,2.0,2.2,0.9,0.5,1.2,1.3,11.8
177,Devonte' Graham,PG,28,SAS,15,0,8.3,1.1,2.7,.390,0.7,2.0,.333,0.4,0.7,.545,.512,0.5,0.6,.778,0.1,1.2,1.3,1.4,0.3,0.1,0.3,0.4,3.3
178,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,.451,2.1,5.1,.402,5.0,10.6,.474,.516,4.7,5.8,.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0
179,A.J. Green,SG,24,MIL,48,0,10.3,1.5,3.5,.431,1.3,3.0,.417,0.3,0.5,.522,.611,0.3,0.3,.938,0.2,1.0,1.2,0.6,0.1,0.0,0.2,0.9,4.6
180,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
